Country Name,Country Code,Series Name,Series Code,Year,Value
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,8691.51881306514
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,4.22185632959007
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,4.60930327269779
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,15543.8937174925
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,4.58379097983199
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,3.21243523316065
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,7850.62789042275
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.16920342741862
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,14.646576674877
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,9311.89426452129
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,1.60947146551595
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,7.67380262247321
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,4486.78173863382
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,1.78468751370853
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,11.2802765604038
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,9347.29068412377
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,2.82294785741442
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,2.4057933993196
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,1991.23894795513
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,2.65804768265939
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,8.46785487646018
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,2522.74747620658
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,-1.87997893852031
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,28.3846388897103
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,8179.19444064991
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,2.26910518849139
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,4.96071097821927
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,17121.2254849995
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,7.23645316716272
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,4.30053547523429
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1984,7757.55374836822
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,3.22585239030356
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,10.7944960076811
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1984,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,9657.01938533723
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,1.56907436604108
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,5.83109973854516
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,4696.29879620729
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,2.3214357659951
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,8.81445506678387
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,9464.11694710857
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,2.32793518918379
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,2.0662330121658
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,2020.02286569062
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,-0.253067484662495
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,6.94234501879147
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,2705.19300197317
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,2.80743958840399
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,19.4614100078696
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,8652.21654247593
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,4.14741500851991
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,6.07139434015119
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,18236.8277265009
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,4.16957534780626
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,3.54564415209365
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1985,8009.10347642127
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,2.79808575480784
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,9.20599144253118
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1985,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,13430.4824599685
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.38953554470334
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,2.53852591781417
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,6508.8506547565
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.25332169179885
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,8.79493932290321
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,13511.1520027486
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.28733927623549
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,-0.129413360854742
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,2330.84188308476
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.53494882486977
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,5.29166170071091
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,3861.9484333688
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.14095513043311
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,12.3313334897219
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,10611.112210096
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.15034060940542
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,3.42760940369314
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,19071.2271949295
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.46265504853929
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,1.89804772234276
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1986,11341.0939892903
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.85997186889063
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,5.82354691862017
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1986,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,16175.7090467566
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.55274621143047
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,3.28889821400133
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,8233.72822993027
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.54712273579352
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,5.24801863489594
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,16738.6132825523
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.40215160945998
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,0.24990610870503
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,2565.9739107384
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,4.05122959932378
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,8.67431417733243
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,4803.86609546941
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,6.38139391332237
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,9.63483186245753
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,13118.586534629
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.39273832197856
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,4.14892232052945
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,20038.9410992658
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.45462966726373
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,3.6645632175169
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1987,14267.5368168757
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.19196062140115
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,4.74728490389789
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1987,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,17549.6440487161
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,4.81422400170246
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,2.70081527508113
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,9696.1928538538
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,5.09432412898086
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,4.83727066490361
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,17996.9783507619
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,3.70723564999483
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,1.27411894006923
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,2812.23754602897
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,-0.0652631433035538
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,15.7235490703556
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,5623.69699982123
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,7.48910818985257
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,10.1016321152266
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,15987.1680775688
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,5.73241357407845
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,4.15535171583102
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,21417.0119305191
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,4.17698239554727
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,4.07774110744413
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1988,15780.9495122174
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,4.19437725054567
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,5.05824747667119
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1988,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,17547.2645422514
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,4.40516927190527
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,3.49830220700749
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,10674.3410230107
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,4.82703031299745
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,6.79143584025099
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,17829.4609524705
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,3.89655171515797
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,2.78056955569751
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,2902.43508126549
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,0.736424821486906
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,17.149151997396
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,6056.38102771889
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,6.44063874457561
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,12.6863036456149
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,16239.2821960944
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,2.57760282965882
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,5.76024909185262
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,22857.1544330056
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,3.67223783532349
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,4.82700303008944
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1989,16424.4301587005
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,3.38838350504491
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,6.25983137956977
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1989,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,21586.4674617483
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,2.82962715326478
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,3.19428338029475
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,13795.0159385128
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,3.7813935513235
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,6.72181952228657
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,22385.6778250275
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,5.25500609657068
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,2.69646824292392
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,3323.53967237633
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,-3.49665976181741
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,28.3695996532777
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,7884.61798756332
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,3.95052317228428
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,13.6305705693074
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,19095.4669984608
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,0.733755470094508
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,8.06346090938833
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,23888.6000088133
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,1.88596558335223
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,5.39795643990325
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,20873.7834092719
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,1.98577491758405
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,6.456609061464
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1990,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,21500.7778366233
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,1.23666248297356
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,3.21340732409687
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,9.134
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,14801.3226152172
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,2.54600049647455
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,5.93421344335924
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,15.929
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,23443.3350818536
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,5.10826150662902
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,4.04703259753466
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,5.316
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,3361.22268037924
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,-11.8920408618435
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,34.8175429072704
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,8.5
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,8958.9853330247
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,4.36820686201243
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,11.8494841773675
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,3.919
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,19900.7266505069
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,-1.10312166586773
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,7.46178295746934
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,8.55
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,24342.2589048189
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,-0.108312881913292
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,4.23496396453849
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,6.8
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,22007.1350964074
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,1.53844759206665
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,6.24999929790291
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1991,10.097
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1992,23615.0168565483
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,1.5160611169627
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1992,2.36376046269353
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1992,10.203
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1992,16100.6799428032
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,0.929215482921151
